"term","ontology","ID","Description","total_sig","up_count","down_count","sig_count","consensus"
"BP: establishment of epithelial cell polarity","BP","GO:0090162","establishment of epithelial cell polarity",1,1,0,1,"up"
"BP: establishment of mitochondrion localization","BP","GO:0051654","establishment of mitochondrion localization",1,1,0,1,"up"
"BP: establishment of planar polarity","BP","GO:0001736","establishment of planar polarity",1,1,0,1,"up"
"BP: establishment of protein localization to telomere","BP","GO:0070200","establishment of protein localization to telomere",1,1,0,1,"up"
"BP: establishment of tissue polarity","BP","GO:0007164","establishment of tissue polarity",1,1,0,1,"up"
"BP: estrogen metabolic process","BP","GO:0008210","estrogen metabolic process",1,1,0,1,"up"
"BP: estrogen receptor signaling pathway","BP","GO:0030520","estrogen receptor signaling pathway",1,0,1,1,"down"
"BP: excitatory chemical synaptic transmission","BP","GO:0098976","excitatory chemical synaptic transmission",1,1,0,1,"up"
"BP: exploration behavior","BP","GO:0035640","exploration behavior",1,1,0,1,"up"
"BP: extracellular matrix constituent secretion","BP","GO:0070278","extracellular matrix constituent secretion",1,1,0,1,"up"
"BP: extraembryonic membrane development","BP","GO:1903867","extraembryonic membrane development",1,1,0,1,"up"
"BP: extrinsic apoptotic signaling pathway in absence of ligand","BP","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand",1,1,0,1,"up"
"BP: eye photoreceptor cell development","BP","GO:0042462","eye photoreceptor cell development",1,1,0,1,"up"
"BP: fatty acid derivative biosynthetic process","BP","GO:1901570","fatty acid derivative biosynthetic process",1,1,0,1,"up"
"BP: fatty-acyl-CoA biosynthetic process","BP","GO:0046949","fatty-acyl-CoA biosynthetic process",1,1,0,1,"up"
"BP: fatty-acyl-CoA metabolic process","BP","GO:0035337","fatty-acyl-CoA metabolic process",1,1,0,1,"up"
"BP: fever generation","BP","GO:0001660","fever generation",1,1,0,1,"up"
"BP: folic acid metabolic process","BP","GO:0046655","folic acid metabolic process",1,0,1,1,"down"
"BP: foregut morphogenesis","BP","GO:0007440","foregut morphogenesis",1,1,0,1,"up"
"BP: formation of translation preinitiation complex","BP","GO:0001731","formation of translation preinitiation complex",1,0,1,1,"down"
"BP: fucosylation","BP","GO:0036065","fucosylation",1,1,0,1,"up"
"BP: gamete generation","BP","GO:0007276","gamete generation",1,1,0,1,"up"
"BP: gamma-aminobutyric acid signaling pathway","BP","GO:0007214","gamma-aminobutyric acid signaling pathway",1,0,1,1,"down"
"BP: ganglioside biosynthetic process","BP","GO:0001574","ganglioside biosynthetic process",1,1,0,1,"up"
"BP: ganglioside metabolic process","BP","GO:0001573","ganglioside metabolic process",1,1,0,1,"up"
"BP: gas transport","BP","GO:0015669","gas transport",1,0,1,1,"down"
"BP: gastro-intestinal system smooth muscle contraction","BP","GO:0014831","gastro-intestinal system smooth muscle contraction",1,1,0,1,"up"
"BP: gene silencing by piRNA-directed DNA methylation","BP","GO:0141176","gene silencing by piRNA-directed DNA methylation",1,1,0,1,"up"
"BP: genitalia morphogenesis","BP","GO:0035112","genitalia morphogenesis",1,1,0,1,"up"
"BP: genomic imprinting","BP","GO:0071514","genomic imprinting",1,0,1,1,"down"
"BP: glial cell apoptotic process","BP","GO:0034349","glial cell apoptotic process",1,0,1,1,"down"
"BP: glial cell fate commitment","BP","GO:0021781","glial cell fate commitment",1,1,0,1,"up"
"BP: glial cell-derived neurotrophic factor receptor signaling pathway","BP","GO:0035860","glial cell-derived neurotrophic factor receptor signaling pathway",1,1,0,1,"up"
"BP: glomerular epithelial cell development","BP","GO:0072310","glomerular epithelial cell development",1,1,0,1,"up"
"BP: glomerular mesangial cell proliferation","BP","GO:0072110","glomerular mesangial cell proliferation",1,1,0,1,"up"
"BP: glucan catabolic process","BP","GO:0009251","glucan catabolic process",1,0,1,1,"down"
"BP: glucocorticoid secretion","BP","GO:0035933","glucocorticoid secretion",1,1,0,1,"up"
"BP: glutamate metabolic process","BP","GO:0006536","glutamate metabolic process",1,0,1,1,"down"
"BP: glutamate receptor clustering","BP","GO:0097688","glutamate receptor clustering",1,1,0,1,"up"
"BP: glutamine metabolic process","BP","GO:0006541","glutamine metabolic process",1,1,0,1,"up"
"BP: glutamine transport","BP","GO:0006868","glutamine transport",1,0,1,1,"down"
"BP: glutathione biosynthetic process","BP","GO:0006750","glutathione biosynthetic process",1,1,0,1,"up"
"BP: glycerophospholipid catabolic process","BP","GO:0046475","glycerophospholipid catabolic process",1,1,0,1,"up"
"BP: glycogen catabolic process","BP","GO:0005980","glycogen catabolic process",1,0,1,1,"down"
"BP: glycogen metabolic process","BP","GO:0005977","glycogen metabolic process",1,0,1,1,"down"
"BP: glycolipid biosynthetic process","BP","GO:0009247","glycolipid biosynthetic process",1,0,1,1,"down"
"BP: glycophagy","BP","GO:0061723","glycophagy",1,0,1,1,"down"
"BP: glycoside metabolic process","BP","GO:0016137","glycoside metabolic process",1,0,1,1,"down"
"BP: glycosphingolipid biosynthetic process","BP","GO:0006688","glycosphingolipid biosynthetic process",1,0,1,1,"down"
"BP: glycosylceramide metabolic process","BP","GO:0006677","glycosylceramide metabolic process",1,1,0,1,"up"
"BP: granulocyte differentiation","BP","GO:0030851","granulocyte differentiation",1,0,1,1,"down"
"BP: growth hormone receptor signaling pathway","BP","GO:0060396","growth hormone receptor signaling pathway",1,0,1,1,"down"
"BP: growth hormone receptor signaling pathway via JAK-STAT","BP","GO:0060397","growth hormone receptor signaling pathway via JAK-STAT",1,1,0,1,"up"
"BP: growth hormone secretion","BP","GO:0030252","growth hormone secretion",1,0,1,1,"down"
"BP: hair follicle maturation","BP","GO:0048820","hair follicle maturation",1,0,1,1,"down"
"BP: head morphogenesis","BP","GO:0060323","head morphogenesis",1,0,1,1,"down"
"BP: heart development","BP","GO:0007507","heart development",1,0,1,1,"down"
"BP: heart formation","BP","GO:0060914","heart formation",1,1,0,1,"up"
"BP: heat generation","BP","GO:0031649","heat generation",1,1,0,1,"up"
"BP: hematopoietic stem cell homeostasis","BP","GO:0061484","hematopoietic stem cell homeostasis",1,1,0,1,"up"
"BP: hematopoietic stem cell proliferation","BP","GO:0071425","hematopoietic stem cell proliferation",1,1,0,1,"up"
"BP: heme A biosynthetic process","BP","GO:0006784","heme A biosynthetic process",1,0,1,1,"down"
"BP: heme a metabolic process","BP","GO:0046160","heme a metabolic process",1,0,1,1,"down"
"BP: heme biosynthetic process","BP","GO:0006783","heme biosynthetic process",1,0,1,1,"down"
"BP: heme metabolic process","BP","GO:0042168","heme metabolic process",1,0,1,1,"down"
"BP: hemoglobin biosynthetic process","BP","GO:0042541","hemoglobin biosynthetic process",1,1,0,1,"up"
"BP: heparan sulfate proteoglycan biosynthetic process","BP","GO:0015012","heparan sulfate proteoglycan biosynthetic process",1,0,1,1,"down"
"BP: heparan sulfate proteoglycan biosynthetic process, enzymatic modification","BP","GO:0015015","heparan sulfate proteoglycan biosynthetic process, enzymatic modification",1,0,1,1,"down"
"BP: heparin proteoglycan metabolic process","BP","GO:0030202","heparin proteoglycan metabolic process",1,1,0,1,"up"
"BP: hepatocyte apoptotic process","BP","GO:0097284","hepatocyte apoptotic process",1,0,1,1,"down"
"BP: histamine production involved in inflammatory response","BP","GO:0002349","histamine production involved in inflammatory response",1,1,0,1,"up"
"BP: histamine secretion by mast cell","BP","GO:0002553","histamine secretion by mast cell",1,1,0,1,"up"
"BP: histamine secretion involved in inflammatory response","BP","GO:0002441","histamine secretion involved in inflammatory response",1,1,0,1,"up"
"BP: histamine transport","BP","GO:0051608","histamine transport",1,1,0,1,"up"
"BP: histone mRNA metabolic process","BP","GO:0008334","histone mRNA metabolic process",1,0,1,1,"down"
"BP: homeostasis of number of cells within a tissue","BP","GO:0048873","homeostasis of number of cells within a tissue",1,0,1,1,"down"
"BP: homocysteine metabolic process","BP","GO:0050667","homocysteine metabolic process",1,1,0,1,"up"
"BP: hydrogen peroxide biosynthetic process","BP","GO:0050665","hydrogen peroxide biosynthetic process",1,1,0,1,"up"
"BP: hydrogen peroxide metabolic process","BP","GO:0042743","hydrogen peroxide metabolic process",1,1,0,1,"up"
"BP: hyperosmotic response","BP","GO:0006972","hyperosmotic response",1,1,0,1,"up"
"BP: immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","BP","GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis",1,0,1,1,"down"
"BP: immunological memory process","BP","GO:0090713","immunological memory process",1,1,0,1,"up"
"BP: import into the mitochondrion","BP","GO:0170036","import into the mitochondrion",1,0,1,1,"down"
"BP: inclusion body assembly","BP","GO:0070841","inclusion body assembly",1,1,0,1,"up"
"BP: indolalkylamine metabolic process","BP","GO:0006586","indolalkylamine metabolic process",1,1,0,1,"up"
"BP: indole-containing compound metabolic process","BP","GO:0042430","indole-containing compound metabolic process",1,1,0,1,"up"
"BP: induction of positive chemotaxis","BP","GO:0050930","induction of positive chemotaxis",1,0,1,1,"down"
"BP: inflammasome-mediated signaling pathway","BP","GO:0141084","inflammasome-mediated signaling pathway",1,1,0,1,"up"
"BP: inflammatory cell apoptotic process","BP","GO:0006925","inflammatory cell apoptotic process",1,1,0,1,"up"
"BP: inner cell mass cell proliferation","BP","GO:0001833","inner cell mass cell proliferation",1,1,0,1,"up"
"BP: inner dynein arm assembly","BP","GO:0036159","inner dynein arm assembly",1,0,1,1,"down"
"BP: inner ear receptor cell development","BP","GO:0060119","inner ear receptor cell development",1,0,1,1,"down"
"BP: innervation","BP","GO:0060384","innervation",1,0,1,1,"down"
"BP: inositol phosphate biosynthetic process","BP","GO:0032958","inositol phosphate biosynthetic process",1,1,0,1,"up"
"BP: inositol trisphosphate metabolic process","BP","GO:0032957","inositol trisphosphate metabolic process",1,0,1,1,"down"
"BP: insulin metabolic process","BP","GO:1901142","insulin metabolic process",1,1,0,1,"up"
"BP: interleukin-18-mediated signaling pathway","BP","GO:0035655","interleukin-18-mediated signaling pathway",1,1,0,1,"up"
"BP: interleukin-4 production","BP","GO:0032633","interleukin-4 production",1,1,0,1,"up"
"BP: intestinal lipid absorption","BP","GO:0098856","intestinal lipid absorption",1,1,0,1,"up"
"BP: intracellular lipid transport","BP","GO:0032365","intracellular lipid transport",1,1,0,1,"up"
"BP: intracellular mRNA localization","BP","GO:0008298","intracellular mRNA localization",1,0,1,1,"down"
"BP: intracellular triglyceride homeostasis","BP","GO:0035356","intracellular triglyceride homeostasis",1,0,1,1,"down"
"BP: intraciliary retrograde transport","BP","GO:0035721","intraciliary retrograde transport",1,0,1,1,"down"
"BP: intrinsic apoptotic signaling pathway in response to oxidative stress","BP","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress",1,1,0,1,"up"
"BP: isotype switching","BP","GO:0045190","isotype switching",1,1,0,1,"up"
"BP: keratinocyte migration","BP","GO:0051546","keratinocyte migration",1,1,0,1,"up"
"BP: kidney mesenchyme development","BP","GO:0072074","kidney mesenchyme development",1,0,1,1,"down"
"BP: kynurenine metabolic process","BP","GO:0070189","kynurenine metabolic process",1,1,0,1,"up"
"BP: labyrinthine layer morphogenesis","BP","GO:0060713","labyrinthine layer morphogenesis",1,0,1,1,"down"
"BP: lamellipodium assembly","BP","GO:0030032","lamellipodium assembly",1,0,1,1,"down"
"BP: late endosome to lysosome transport","BP","GO:1902774","late endosome to lysosome transport",1,0,1,1,"down"
"BP: lateral mesoderm development","BP","GO:0048368","lateral mesoderm development",1,0,1,1,"down"
"BP: learned vocalization behavior or vocal learning","BP","GO:0098598","learned vocalization behavior or vocal learning",1,0,1,1,"down"
"BP: lens fiber cell differentiation","BP","GO:0070306","lens fiber cell differentiation",1,1,0,1,"up"
"BP: leukotriene D4 metabolic process","BP","GO:1901748","leukotriene D4 metabolic process",1,1,0,1,"up"
"BP: lipid import into cell","BP","GO:0140354","lipid import into cell",1,1,0,1,"up"
"BP: lipoprotein biosynthetic process","BP","GO:0042158","lipoprotein biosynthetic process",1,0,1,1,"down"
"BP: lipoprotein localization","BP","GO:0044872","lipoprotein localization",1,1,0,1,"up"
"BP: locomotion involved in locomotory behavior","BP","GO:0031987","locomotion involved in locomotory behavior",1,1,0,1,"up"
"BP: locomotor rhythm","BP","GO:0045475","locomotor rhythm",1,1,0,1,"up"
"BP: long-chain fatty acid import across plasma membrane","BP","GO:0015911","long-chain fatty acid import across plasma membrane",1,1,0,1,"up"
"BP: long-chain fatty acid import into cell","BP","GO:0044539","long-chain fatty acid import into cell",1,1,0,1,"up"
"BP: long-term memory","BP","GO:0007616","long-term memory",1,1,0,1,"up"
"BP: long-term synaptic depression","BP","GO:0060292","long-term synaptic depression",1,1,0,1,"up"
"BP: loop of Henle development","BP","GO:0072070","loop of Henle development",1,0,1,1,"down"
"BP: low-density lipoprotein particle remodeling","BP","GO:0034374","low-density lipoprotein particle remodeling",1,1,0,1,"up"
"BP: lung secretory cell differentiation","BP","GO:0061140","lung secretory cell differentiation",1,1,0,1,"up"
"BP: luteinization","BP","GO:0001553","luteinization",1,0,1,1,"down"
"BP: lymph vessel morphogenesis","BP","GO:0036303","lymph vessel morphogenesis",1,0,1,1,"down"
"BP: lymphocyte homeostasis","BP","GO:0002260","lymphocyte homeostasis",1,1,0,1,"up"
"BP: lysosomal membrane organization","BP","GO:0097212","lysosomal membrane organization",1,0,1,1,"down"
"BP: lysosomal protein catabolic process","BP","GO:1905146","lysosomal protein catabolic process",1,0,1,1,"down"
"BP: lysosome localization","BP","GO:0032418","lysosome localization",1,1,0,1,"up"
"BP: mRNA modification","BP","GO:0016556","mRNA modification",1,0,1,1,"down"
"BP: mRNA pseudouridine synthesis","BP","GO:1990481","mRNA pseudouridine synthesis",1,0,1,1,"down"
"BP: mRNA transcription","BP","GO:0009299","mRNA transcription",1,0,1,1,"down"
"BP: mRNA transcription by RNA polymerase II","BP","GO:0042789","mRNA transcription by RNA polymerase II",1,0,1,1,"down"
"BP: macromolecule deacylation","BP","GO:0098732","macromolecule deacylation",1,0,1,1,"down"
"BP: macromolecule depalmitoylation","BP","GO:0098734","macromolecule depalmitoylation",1,0,1,1,"down"
"BP: macrophage activation involved in immune response","BP","GO:0002281","macrophage activation involved in immune response",1,1,0,1,"up"
"BP: macrophage apoptotic process","BP","GO:0071888","macrophage apoptotic process",1,1,0,1,"up"
"BP: magnesium ion transmembrane transport","BP","GO:1903830","magnesium ion transmembrane transport",1,1,0,1,"up"
"BP: maintenance of cell polarity","BP","GO:0030011","maintenance of cell polarity",1,0,1,1,"down"
"BP: maintenance of postsynaptic specialization structure","BP","GO:0098880","maintenance of postsynaptic specialization structure",1,0,1,1,"down"
"BP: male genitalia development","BP","GO:0030539","male genitalia development",1,0,1,1,"down"
"BP: mannose metabolic process","BP","GO:0006013","mannose metabolic process",1,1,0,1,"up"
"BP: mannosylation","BP","GO:0097502","mannosylation",1,0,1,1,"down"
