"term","Indelicato_0.05_all_genes.rds","Lai_CNS_0.05_all_genes.rds","Lai_iPSC_0.05_all_genes.rds","Lai_PNS_0.05_all_genes.rds","Lees_FA1_0.05_all_genes.rds","Lees_FA2_0.05_all_genes.rds","Lees_FA3_0.05_all_genes.rds","Maddock_NCC_FA1_0.05_all_genes.rds","Maddock_NCC_FA2_0.05_all_genes.rds","Maddock_SN_FA1_0.05_all_genes.rds","Maddock_SN_FA2_0.05_all_genes.rds","Mishra_223_0.05_all_genes.rds","Mishra_850_0.05_all_genes.rds","Mishra_FF1_0.05_all_genes.rds","Mishra_FF2_0.05_all_genes.rds","Napierala_0.05_all_genes.rds","Vilema_0.05_all_genes.rds","Maddock_LMN_FA2_batchcorrection_0.05_all_genes.rds","Wang_0.05_all_genes.rds","Erwin_batchcorrection_0.05_all_genes.rds","Li_FRDA_CTRL_0.05_all_genes.rds","Li_FRDA_IC_0.05_all_genes.rds","Chutake_0.05_all_genes.rds","up_count","down_count","sig_count","consensus"
"BP: epithelial cell differentiation involved in kidney development",0,0,0,-1,-1,0,1,0,-1,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,2,5,7,"mixed"
"BP: glycolipid metabolic process",0,1,-1,-1,0,0,1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,2,5,7,"mixed"
"BP: gonad development",0,0,0,-1,0,-1,-1,0,0,0,1,0,1,0,-1,0,0,0,0,0,-1,0,0,2,5,7,"mixed"
"BP: liposaccharide metabolic process",0,1,-1,-1,0,0,1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,2,5,7,"mixed"
"BP: maturation of LSU-rRNA",0,-1,0,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,1,1,0,2,5,7,"mixed"
"BP: meiotic spindle assembly",0,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,1,0,0,0,-1,-1,-1,2,5,7,"mixed"
"BP: mesenchymal cell proliferation",0,0,0,-1,0,-1,-1,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,-1,0,2,5,7,"mixed"
"BP: mitochondrial electron transport, cytochrome c to oxygen",-1,1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,-1,0,0,2,5,7,"mixed"
"BP: mitochondrial respiratory chain complex I assembly",-1,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,1,0,0,0,0,1,0,-1,0,2,5,7,"mixed"
"BP: nicotinamide nucleotide metabolic process",-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,2,5,7,"mixed"
"BP: nuclear-transcribed mRNA catabolic process",0,-1,0,0,0,0,-1,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,1,0,0,2,5,7,"mixed"
"BP: nucleotide metabolic process",-1,1,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,2,5,7,"mixed"
"BP: pallium development",0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,2,5,7,"mixed"
"BP: peptide antigen assembly with MHC protein complex",0,0,0,-1,0,0,0,0,0,1,1,0,0,-1,-1,-1,0,0,0,-1,0,0,0,2,5,7,"mixed"
"BP: positive regulation of double-strand break repair",0,-1,-1,0,0,0,-1,0,0,-1,0,-1,1,1,0,0,0,0,0,0,0,0,0,2,5,7,"mixed"
"BP: positive regulation of mRNA catabolic process",0,-1,0,0,0,0,-1,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,1,0,0,2,5,7,"mixed"
"BP: positive regulation of mitotic cytokinesis",0,0,-1,0,1,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,-1,-1,0,2,5,7,"mixed"
"BP: positive regulation of nuclear division",0,0,0,0,0,-1,-1,0,0,0,1,0,1,0,-1,0,0,0,0,0,-1,-1,0,2,5,7,"mixed"
"BP: positive regulation of spindle checkpoint",0,-1,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,-1,0,2,5,7,"mixed"
"BP: positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0,0,0,-1,0,-1,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,-1,-1,0,2,5,7,"mixed"
"BP: purine ribonucleoside triphosphate metabolic process",-1,1,0,0,0,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,2,5,7,"mixed"
"BP: pyridine nucleotide metabolic process",-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,2,5,7,"mixed"
"BP: pyridine-containing compound catabolic process",0,1,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,-1,0,0,-1,0,-1,0,2,5,7,"mixed"
"BP: regulation of G1/S transition of mitotic cell cycle",1,0,-1,-1,0,-1,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,2,5,7,"mixed"
"BP: regulation of mitotic cell cycle spindle assembly checkpoint",0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,1,0,0,0,-1,-1,0,2,5,7,"mixed"
"BP: regulation of mitotic spindle checkpoint",0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,1,0,0,0,-1,-1,0,2,5,7,"mixed"
"BP: regulation of organ growth",0,0,0,-1,-1,-1,-1,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,2,5,7,"mixed"
"BP: regulation of spindle checkpoint",0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,1,0,0,0,-1,-1,0,2,5,7,"mixed"
"BP: regulation of ubiquitin protein ligase activity",0,-1,0,-1,0,-1,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,0,2,5,7,"mixed"
"BP: reproductive system development",0,0,0,-1,0,-1,-1,0,0,0,1,0,1,0,-1,0,0,0,0,0,-1,0,0,2,5,7,"mixed"
"BP: response to reactive oxygen species",0,0,-1,-1,-1,-1,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,2,5,7,"mixed"
"BP: rhythmic process",0,-1,0,0,0,0,-1,0,-1,0,1,-1,1,0,-1,0,0,0,0,0,0,0,0,2,5,7,"mixed"
"BP: ribonucleoside triphosphate metabolic process",-1,1,0,0,0,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,2,5,7,"mixed"
"BP: semi-lunar valve development",0,0,0,-1,0,0,0,0,-1,0,1,0,1,0,-1,0,0,0,0,0,-1,-1,0,2,5,7,"mixed"
"BP: sex differentiation",0,0,0,-1,0,-1,-1,0,0,0,1,0,1,0,-1,0,0,0,0,0,-1,0,0,2,5,7,"mixed"
"BP: signal transduction in response to DNA damage",1,0,0,-1,0,-1,-1,0,-1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,2,5,7,"mixed"
"BP: smoothened signaling pathway",0,0,0,-1,0,0,0,0,0,-1,0,0,1,-1,-1,0,0,0,1,0,-1,0,0,2,5,7,"mixed"
"BP: telomere organization",0,-1,0,0,0,0,-1,0,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0,0,2,5,7,"mixed"
"BP: transcription initiation at RNA polymerase II promoter",0,-1,0,0,0,0,-1,0,-1,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,2,5,7,"mixed"
"BP: transcription preinitiation complex assembly",0,-1,-1,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,1,0,2,5,7,"mixed"
"CC: MCM complex",0,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,2,5,7,"mixed"
"CC: nuclear matrix",1,-1,-1,0,0,0,-1,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,2,5,7,"mixed"
"CC: oligosaccharyltransferase complex",0,1,-1,-1,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,2,5,7,"mixed"
"CC: pericentric heterochromatin",0,-1,-1,0,1,0,-1,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,2,5,7,"mixed"
"CC: site of DNA damage",0,-1,0,0,0,0,-1,0,-1,0,0,-1,1,0,-1,0,0,0,1,0,0,0,0,2,5,7,"mixed"
"CC: ubiquitin ligase complex",0,0,-1,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,-1,0,1,0,1,0,0,2,5,7,"mixed"
"MF: ATP hydrolysis activity",0,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,0,0,0,1,0,0,-1,0,2,5,7,"mixed"
"MF: NADH dehydrogenase (ubiquinone) activity",-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,2,5,7,"mixed"
"MF: RNA helicase activity",0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,0,0,0,0,0,1,1,0,2,5,7,"mixed"
"MF: damaged DNA binding",0,-1,0,0,0,-1,-1,0,0,0,0,-1,1,0,-1,0,1,0,0,0,0,0,0,2,5,7,"mixed"
"MF: electron transfer activity",-1,1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,-1,0,2,5,7,"mixed"
"MF: helicase activity",0,-1,0,0,0,0,-1,0,-1,0,0,-1,1,0,-1,0,0,0,1,0,0,0,0,2,5,7,"mixed"
"MF: peptide antigen binding",-1,0,0,-1,0,0,0,0,0,1,1,0,0,0,-1,-1,0,0,0,-1,0,0,0,2,5,7,"mixed"
"MF: single-stranded DNA helicase activity",0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,0,0,1,0,-1,-1,0,2,5,7,"mixed"
"BP: determination of bilateral symmetry",0,0,0,-1,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,0,0,0,-1,-1,0,1,6,7,"mixed"
"BP: determination of left/right symmetry",0,0,0,-1,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,0,0,0,-1,-1,0,1,6,7,"mixed"
"BP: left/right pattern formation",0,0,0,-1,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,0,0,0,-1,-1,0,1,6,7,"mixed"
"BP: proteinogenic amino acid metabolic process",-1,1,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,1,6,7,"mixed"
"BP: specification of symmetry",0,0,0,-1,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,0,0,0,-1,-1,0,1,6,7,"mixed"
"CC: PML body",0,-1,-1,0,0,0,-1,0,-1,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,1,6,7,"mixed"
"MF: DNA-binding transcription repressor activity",0,-1,0,-1,0,-1,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,1,6,7,"mixed"
"MF: transcription coactivator activity",0,-1,-1,0,0,0,-1,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,6,7,"mixed"
"BP: detoxification of inorganic compound",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,6,0,6,"up"
"BP: negative regulation of monoatomic ion transport",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,6,0,6,"up"
"BP: phenol-containing compound metabolic process",0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,6,0,6,"up"
"BP: regulated exocytosis",0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,6,"up"
"BP: regulation of neurotransmitter secretion",0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,6,"up"
"BP: regulation of regulated secretory pathway",0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,6,"up"
"MF: structural constituent of cytoskeleton",0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,6,0,6,"up"
"BP: amide transport",0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,5,1,6,"mixed"
"BP: aorta development",0,0,0,-1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,1,6,"mixed"
"BP: brain-derived neurotrophic factor receptor signaling pathway",0,0,0,0,0,1,1,0,0,0,1,1,0,0,-1,0,0,0,1,0,0,0,0,5,1,6,"mixed"
"BP: cell surface toll-like receptor signaling pathway",0,1,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,6,"mixed"
"BP: cellular response to chemokine",0,0,0,-1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,1,6,"mixed"
"BP: fatty acid biosynthetic process",0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,5,1,6,"mixed"
"BP: intermediate filament organization",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-1,1,0,0,0,0,0,5,1,6,"mixed"
"BP: membrane fusion",0,0,0,1,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,1,0,5,1,6,"mixed"
"BP: monoatomic anion transmembrane transport",0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,5,1,6,"mixed"
"BP: myoblast fusion",0,1,0,0,0,0,1,0,0,1,1,0,0,-1,0,0,0,1,0,0,0,0,0,5,1,6,"mixed"
"BP: negative regulation of secretion by cell",0,1,0,0,0,-1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,5,1,6,"mixed"
"BP: negative regulation of small GTPase mediated signal transduction",0,1,1,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,5,1,6,"mixed"
"BP: neurotransmitter transport",0,0,1,1,0,0,1,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,5,1,6,"mixed"
"BP: organelle membrane fusion",0,0,0,1,0,0,1,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,1,0,5,1,6,"mixed"
"BP: peptide cross-linking",0,1,0,0,0,0,1,0,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,5,1,6,"mixed"
"BP: positive regulation of actin filament bundle assembly",0,0,0,0,0,0,1,0,0,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,5,1,6,"mixed"
"BP: positive regulation of cell adhesion mediated by integrin",0,1,0,0,0,0,1,0,0,1,1,0,0,0,-1,0,0,0,1,0,0,0,0,5,1,6,"mixed"
"BP: positive regulation of lipid transport",0,1,0,0,0,0,0,0,0,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,5,1,6,"mixed"
"BP: positive regulation of miRNA transcription",0,0,0,0,0,0,1,0,0,1,1,0,1,0,-1,0,0,0,0,0,0,0,1,5,1,6,"mixed"
"BP: regulation of acute inflammatory response",0,1,1,-1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,"mixed"
"BP: regulation of endocytosis",0,1,0,0,0,0,1,0,0,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,5,1,6,"mixed"
"BP: regulation of glial cell differentiation",0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,1,1,0,0,0,0,5,1,6,"mixed"
"BP: regulation of protein secretion",0,1,0,0,0,-1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,6,"mixed"
"BP: regulation of transporter activity",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-1,1,0,0,0,0,0,5,1,6,"mixed"
"BP: response to chemokine",0,0,0,-1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,1,6,"mixed"
"BP: response to dsRNA",0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,1,1,0,5,1,6,"mixed"
"BP: response to interleukin-1",0,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,0,0,1,0,1,5,1,6,"mixed"
"BP: response to macrophage colony-stimulating factor",0,0,0,0,0,0,1,0,0,1,1,1,0,0,-1,0,0,0,1,0,0,0,0,5,1,6,"mixed"
"BP: tissue morphogenesis",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,1,5,1,6,"mixed"
"BP: toll-like receptor 3 signaling pathway",0,1,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,1,0,5,1,6,"mixed"
"BP: vascular endothelial growth factor receptor signaling pathway",0,0,0,0,0,0,1,0,0,0,1,1,1,0,-1,0,0,0,1,0,0,0,0,5,1,6,"mixed"
"BP: vesicle fusion",0,0,0,1,0,0,1,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,1,0,5,1,6,"mixed"
"CC: cornified envelope",0,0,1,0,0,0,1,0,0,1,1,0,0,0,-1,0,0,1,0,0,0,0,0,5,1,6,"mixed"
"CC: cytoplasmic side of membrane",0,1,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,1,0,5,1,6,"mixed"
"CC: cytoplasmic side of plasma membrane",0,1,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,1,0,5,1,6,"mixed"
"CC: lipid droplet",0,1,-1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,6,"mixed"
"CC: plasma membrane signaling receptor complex",0,1,0,-1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,1,6,"mixed"
"CC: sarcoplasm",0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-1,1,0,0,0,0,0,5,1,6,"mixed"
"CC: sarcoplasmic reticulum",0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-1,1,0,0,0,0,0,5,1,6,"mixed"
"CC: striated muscle thin filament",0,1,1,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,5,1,6,"mixed"
"CC: tertiary granule lumen",0,1,0,-1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,"mixed"
"MF: histone H2AXY142 kinase activity",0,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,0,0,0,1,0,0,0,0,5,1,6,"mixed"
"MF: histone H3Y41 kinase activity",0,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,0,0,0,1,0,0,0,0,5,1,6,"mixed"
"MF: lipase activity",0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,5,1,6,"mixed"
"MF: monoatomic anion transmembrane transporter activity",0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,5,1,6,"mixed"
"MF: myosin binding",0,1,0,0,0,0,1,0,0,1,1,0,1,0,-1,0,0,0,0,0,0,0,0,5,1,6,"mixed"
"MF: protein tyrosine kinase activity",0,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,0,0,0,1,0,0,0,0,5,1,6,"mixed"
"BP: O-glycan processing",0,1,0,0,0,0,1,0,0,1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: bone mineralization",0,0,0,-1,0,0,1,0,0,1,1,0,1,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: calcium ion transmembrane import into cytosol",0,1,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,-1,0,0,0,0,0,1,4,2,6,"mixed"
"BP: calcium-mediated signaling",0,0,0,0,0,-1,0,0,0,1,1,0,0,0,-1,0,0,1,0,0,0,0,1,4,2,6,"mixed"
"BP: carboxylic acid transmembrane transport",0,1,0,-1,0,0,1,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: cell recognition",0,0,0,1,0,0,1,0,0,1,1,0,0,0,-1,0,0,0,0,0,-1,0,0,4,2,6,"mixed"
"BP: cell surface receptor signaling pathway via STAT",0,0,0,-1,0,0,1,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,1,4,2,6,"mixed"
"BP: cell-cell fusion",0,1,0,-1,0,0,1,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,4,2,6,"mixed"
"BP: chemokine production",0,1,0,-1,0,0,1,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: collagen catabolic process",0,1,0,-1,0,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: collagen-activated tyrosine kinase receptor signaling pathway",0,0,0,-1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,1,0,0,0,0,4,2,6,"mixed"
"BP: complement activation, classical pathway",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,-1,-1,0,0,0,4,2,6,"mixed"
"BP: cytoskeleton-dependent intracellular transport",0,1,-1,1,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: developmental cell growth",0,0,0,1,0,0,1,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,1,4,2,6,"mixed"
"BP: endocrine process",0,1,0,-1,0,0,1,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: endolysosomal toll-like receptor signaling pathway",0,0,0,0,0,0,1,0,-1,1,0,0,0,0,-1,0,0,0,0,0,1,1,0,4,2,6,"mixed"
"BP: epiboly",0,1,0,-1,0,1,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: establishment or maintenance of apical/basal cell polarity",0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,1,0,0,1,0,0,0,0,4,2,6,"mixed"
"BP: establishment or maintenance of bipolar cell polarity",0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,1,0,0,1,0,0,0,0,4,2,6,"mixed"
"BP: extracellular matrix disassembly",0,0,0,-1,0,0,1,0,0,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: fibrinolysis",0,1,0,-1,0,0,1,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: forebrain generation of neurons",0,0,0,0,0,0,0,0,0,-1,1,1,0,0,-1,0,0,1,1,0,0,0,0,4,2,6,"mixed"
"BP: glycerophospholipid biosynthetic process",0,1,-1,0,0,0,1,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: glycerophospholipid metabolic process",0,1,0,0,0,0,1,0,1,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,4,2,6,"mixed"
"BP: hormone secretion",0,0,0,-1,0,-1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,2,6,"mixed"
"BP: humoral immune response mediated by circulating immunoglobulin",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,-1,-1,0,0,0,4,2,6,"mixed"
"BP: immunological synapse formation",0,0,0,-1,0,0,0,0,0,1,1,0,0,0,-1,0,0,1,0,0,0,0,1,4,2,6,"mixed"
"BP: leukocyte apoptotic process",0,0,0,-1,0,0,1,0,0,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: membrane raft organization",0,1,0,0,0,0,1,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: modified amino acid metabolic process",-1,1,0,0,0,0,1,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: modulation of excitatory postsynaptic potential",0,0,0,1,-1,0,1,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,6,"mixed"
"BP: negative regulation of MAPK cascade",0,1,0,-1,0,0,0,0,0,1,1,0,1,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: negative regulation of angiogenesis",0,1,0,-1,0,0,1,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,4,2,6,"mixed"
"BP: negative regulation of cell projection organization",0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,4,2,6,"mixed"
"BP: negative regulation of growth",0,0,0,-1,0,-1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,4,2,6,"mixed"
"BP: negative regulation of leukocyte mediated immunity",0,0,0,-1,0,0,0,0,0,1,1,1,0,0,-1,0,0,1,0,0,0,0,0,4,2,6,"mixed"
"BP: negative regulation of lymphocyte differentiation",0,0,0,-1,0,0,0,0,0,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: negative regulation of peptidase activity",0,1,0,-1,0,0,1,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: negative regulation of proteolysis involved in protein catabolic process",0,-1,0,0,0,1,0,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,1,0,4,2,6,"mixed"
"BP: negative regulation of smooth muscle cell proliferation",0,1,0,-1,0,0,0,0,0,1,1,0,1,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: neural crest cell differentiation",0,0,0,-1,-1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,2,6,"mixed"
"BP: neuroblast proliferation",0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,1,0,-1,0,0,4,2,6,"mixed"
"BP: neutrophil migration",0,1,0,-1,0,0,1,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: organic acid transmembrane transport",0,1,0,-1,0,0,1,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: plasminogen activation",0,1,0,-1,0,0,1,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: positive regulation of T cell differentiation",0,0,0,0,0,0,0,0,0,1,1,0,1,0,-1,0,0,0,0,-1,0,0,1,4,2,6,"mixed"
"BP: positive regulation of alpha-beta T cell differentiation",0,0,0,-1,0,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,1,1,4,2,6,"mixed"
"BP: positive regulation of cell cycle G1/S phase transition",1,0,0,-1,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,1,0,0,0,4,2,6,"mixed"
"BP: positive regulation of endothelial cell proliferation",0,0,0,-1,0,0,0,0,0,1,1,0,1,0,-1,0,0,1,0,0,0,0,0,4,2,6,"mixed"
"BP: positive regulation of intracellular transport",0,0,0,-1,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,1,0,0,0,0,4,2,6,"mixed"
"BP: positive regulation of peptidyl-tyrosine phosphorylation",0,0,0,0,0,0,1,0,0,1,1,0,0,-1,-1,0,0,1,0,0,0,0,0,4,2,6,"mixed"
"BP: positive regulation of protein serine/threonine kinase activity",0,1,0,-1,0,0,0,0,0,1,1,0,1,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: positive regulation of protein-containing complex assembly",0,1,0,0,0,0,1,0,-1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: positive regulation of response to wounding",0,1,0,-1,0,0,1,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,4,2,6,"mixed"
"BP: protein depolymerization",0,1,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,0,4,2,6,"mixed"
"BP: regulation of Rho protein signal transduction",0,1,0,0,0,0,1,0,0,1,1,0,0,0,-1,0,-1,0,0,0,0,0,0,4,2,6,"mixed"
"BP: regulation of attachment of mitotic spindle microtubules to kinetochore",0,0,0,0,1,-1,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,2,6,"mixed"
