"term","Indelicato_0.05_all_genes.rds","Lai_CNS_0.05_all_genes.rds","Lai_iPSC_0.05_all_genes.rds","Lai_PNS_0.05_all_genes.rds","Lees_FA1_0.05_all_genes.rds","Lees_FA2_0.05_all_genes.rds","Lees_FA3_0.05_all_genes.rds","Maddock_LMN_FA2_0.05_all_genes.rds","Maddock_NCC_FA1_0.05_all_genes.rds","Maddock_NCC_FA2_0.05_all_genes.rds","Maddock_SN_FA1_0.05_all_genes.rds","Maddock_SN_FA2_0.05_all_genes.rds","Mishra_223_0.05_all_genes.rds","Mishra_850_0.05_all_genes.rds","Mishra_FF1_0.05_all_genes.rds","Mishra_FF2_0.05_all_genes.rds","Napierala_0.05_all_genes.rds","Vilema_0.05_all_genes.rds","Erwin_0.05_all_genes.rds"
"BP: TORC1 signaling",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"BP: TORC2 signaling",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: TRAIL-activated apoptotic signaling pathway",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: TRIF-dependent toll-like receptor signaling pathway",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"BP: Toll signaling pathway",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BP: U2-type prespliceosome assembly",0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"BP: UDP-N-acetylglucosamine biosynthetic process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: UDP-N-acetylglucosamine metabolic process",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: UTP metabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: V(D)J recombination",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"BP: Wnt signaling pathway",0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1
"BP: Wnt signaling pathway, planar cell polarity pathway",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"BP: [2Fe-2S] cluster assembly",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: acetylcholine receptor signaling pathway",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: acid secretion",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: acidic amino acid transport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"BP: actin crosslink formation",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: actin filament bundle assembly",0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0
"BP: actin filament bundle organization",0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0
"BP: actin filament capping",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: actin filament depolymerization",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"BP: actin filament organization",1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0
"BP: actin filament polymerization",0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BP: actin filament severing",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"BP: actin filament-based movement",0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
"BP: actin nucleation",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: actin polymerization or depolymerization",0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"BP: actin-mediated cell contraction",0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
"BP: actin-myosin filament sliding",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"BP: action potential",0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
"BP: action potential propagation",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: activated T cell proliferation",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: activation of GTPase activity",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"BP: activation of NF-kappaB-inducing kinase activity",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"BP: activation of immune response",0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
"BP: activation of innate immune response",0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
"BP: activation of protein kinase activity",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"BP: activin receptor signaling pathway",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"BP: actomyosin contractile ring organization",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"BP: actomyosin structure organization",0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0
"BP: acute inflammatory response",0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
"BP: acute inflammatory response to antigenic stimulus",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: acute-phase response",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: acyl-CoA biosynthetic process",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: acyl-CoA metabolic process",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: acylglycerol biosynthetic process",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BP: acylglycerol catabolic process",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"BP: acylglycerol metabolic process",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BP: adaptive immune response",0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1
"BP: adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1
"BP: adaptive thermogenesis",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BP: adenine nucleotide transport",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: adenohypophysis development",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"BP: adenylate cyclase-activating G protein-coupled receptor signaling pathway",0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"BP: adenylate cyclase-activating adrenergic receptor signaling pathway",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"BP: adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: adenylate cyclase-modulating G protein-coupled receptor signaling pathway",0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"BP: adherens junction assembly",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: adherens junction organization",0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
"BP: adhesion of symbiont to host",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: adhesion of symbiont to host cell",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: adrenal gland development",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: adrenergic receptor signaling pathway",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"BP: adult behavior",0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"BP: adult heart development",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"BP: adult locomotory behavior",0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"BP: adult walking behavior",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"BP: aerobic electron transport chain",1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1
"BP: aerobic respiration",1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1
"BP: aggrephagy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: alanine transport",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: alcohol biosynthetic process",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BP: alcohol catabolic process",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: alcohol metabolic process",1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BP: aldehyde biosynthetic process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: aldehyde metabolic process",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"BP: aldosterone metabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: alkanesulfonate metabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: alpha-amino acid biosynthetic process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: alpha-amino acid catabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: alpha-amino acid metabolic process",1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
"BP: alpha-beta T cell activation",0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
"BP: alpha-beta T cell activation involved in immune response",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"BP: alpha-beta T cell differentiation",0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0
"BP: alpha-beta T cell differentiation involved in immune response",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"BP: alpha-beta T cell lineage commitment",0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"BP: alpha-beta T cell proliferation",0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0
"BP: alpha-linolenic acid metabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: alternative mRNA splicing, via spliceosome",1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0
"BP: amacrine cell differentiation",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: ameboidal-type cell migration",0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0
"BP: amelogenesis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: amide biosynthetic process",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"BP: amide metabolic process",0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0
"BP: amide transport",0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
"BP: amine biosynthetic process",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BP: amine metabolic process",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"BP: amine transport",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: amino acid activation",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"BP: amino acid biosynthetic process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"BP: amino acid catabolic process",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: amino acid import across plasma membrane",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: amino acid metabolic process",1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1
"BP: amino acid transmembrane transport",0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"BP: amino acid transport",0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"BP: amino sugar biosynthetic process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: amino sugar metabolic process",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
"BP: aminoacyl-tRNA metabolism involved in translational fidelity",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"BP: aminoglycan biosynthetic process",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
"BP: aminoglycan catabolic process",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"BP: aminoglycan metabolic process",0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0
"BP: ammonium ion metabolic process",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"BP: amyloid fibril formation",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: amyloid precursor protein biosynthetic process",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"BP: amyloid precursor protein catabolic process",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"BP: amyloid precursor protein metabolic process",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"BP: amyloid-beta clearance",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: anaphase-promoting complex-dependent catabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: anatomical structure arrangement",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BP: anatomical structure homeostasis",0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0
"BP: anatomical structure maturation",0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
"BP: anatomical structure regression",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: angiogenesis",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BP: angiogenesis involved in wound healing",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"BP: animal organ formation",0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
"BP: animal organ maturation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: animal organ regeneration",0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
"BP: anterior/posterior axis specification",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: anterior/posterior axis specification, embryo",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: anterior/posterior pattern specification",0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0
"BP: anterograde axonal transport",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: anterograde dendritic transport",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: anterograde synaptic vesicle transport",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"BP: anterograde trans-synaptic signaling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"BP: antibacterial humoral response",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"BP: antigen processing and presentation",0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1
"BP: antigen processing and presentation of endogenous antigen",1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1
"BP: antigen processing and presentation of endogenous peptide antigen",1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
"BP: antigen processing and presentation of endogenous peptide antigen via MHC class I",1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
"BP: antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: antigen processing and presentation of endogenous peptide antigen via MHC class Ib",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"BP: antigen processing and presentation of exogenous antigen",0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
"BP: antigen processing and presentation of exogenous peptide antigen",0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
"BP: antigen processing and presentation of exogenous peptide antigen via MHC class II",0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1
"BP: antigen processing and presentation of peptide antigen",0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1
"BP: antigen processing and presentation of peptide antigen via MHC class I",0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
"BP: antigen processing and presentation of peptide antigen via MHC class II",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1
"BP: antigen processing and presentation of peptide antigen via MHC class Ib",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"BP: antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1
"BP: antigen processing and presentation via MHC class Ib",1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"BP: antigen receptor-mediated signaling pathway",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1
"BP: antimicrobial humoral immune response mediated by antimicrobial peptide",0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"BP: antimicrobial humoral response",0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"BP: antiviral innate immune response",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: aorta development",0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
"BP: aorta morphogenesis",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"BP: aortic valve development",0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
"BP: aortic valve morphogenesis",0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
"BP: apical junction assembly",0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0
"BP: apoptotic cell clearance",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"BP: apoptotic mitochondrial changes",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: apoptotic process involved in development",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: apoptotic process involved in morphogenesis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: apoptotic signaling pathway",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"BP: appendage development",0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0
"BP: appendage morphogenesis",0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0
"BP: arachidonate metabolic process",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"BP: arachidonate secretion",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"BP: arachidonate transport",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"BP: aromatic amino acid family catabolic process",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"BP: aromatic amino acid metabolic process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: artery development",0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
"BP: artery morphogenesis",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"BP: aspartate family amino acid metabolic process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: associative learning",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: astrocyte activation",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"BP: astrocyte development",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"BP: astrocyte differentiation",0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0
"BP: asymmetric cell division",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: atrial cardiac muscle cell action potential",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: atrial cardiac muscle cell to AV node cell communication",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: atrial cardiac muscle cell to AV node cell signaling",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: atrial septum development",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"BP: atrial septum morphogenesis",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: atrioventricular canal development",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BP: atrioventricular valve development",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"BP: atrioventricular valve morphogenesis",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"BP: attachment of mitotic spindle microtubules to kinetochore",0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0
"BP: attachment of spindle microtubules to kinetochore",0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0
"BP: auditory receptor cell morphogenesis",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BP: auditory receptor cell stereocilium organization",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: autonomic nervous system development",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"BP: autophagosome assembly",0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"BP: autophagosome maturation",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BP: autophagosome organization",0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"BP: autophagy of mitochondrion",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"BP: autophagy of peroxisome",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"BP: axis elongation",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"BP: axis specification",0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
"BP: axo-dendritic transport",0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"BP: axon development",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"BP: axon ensheathment",0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0
"BP: axon ensheathment in central nervous system",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"BP: axon extension",0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
"BP: axon guidance",0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0
"BP: axon regeneration",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: axonal fasciculation",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: axonal transport",0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"BP: axonal transport of mitochondrion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BP: axonemal dynein complex assembly",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"BP: axoneme assembly",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"BP: axonogenesis",1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0
"BP: barbed-end actin filament capping",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: base conversion or substitution editing",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"BP: base-excision repair",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BP: base-excision repair, gap-filling",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BP: basement membrane organization",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"BP: basic amino acid transmembrane transport",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"BP: basic amino acid transport",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"BP: behavior",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BP: behavioral defense response",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"BP: behavioral fear response",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"BP: behavioral response to pain",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BP: benzene-containing compound metabolic process",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"BP: bicellular tight junction assembly",0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0
"BP: bile acid and bile salt transport",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: bile acid biosynthetic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"BP: bile acid metabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"BP: biogenic amine biosynthetic process",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BP: biogenic amine catabolic process",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BP: biogenic amine metabolic process",0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"BP: biological process involved in interaction with host",0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0
"BP: biological process involved in intraspecies interaction between organisms",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"BP: biological process involved in symbiotic interaction",0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
"BP: biomineral tissue development",0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0
"BP: blastocyst development",0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"BP: blastocyst formation",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BP: blastocyst growth",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"BP: bleb assembly",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"BP: blood circulation",0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0
"BP: blood coagulation",0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0
"BP: blood vessel diameter maintenance",0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0
"BP: blood vessel endothelial cell migration",0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0
"BP: blood vessel endothelial cell proliferation involved in sprouting angiogenesis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BP: blood vessel remodeling",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"BP: body fluid secretion",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"BP: body morphogenesis",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"BP: bone cell development",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BP: bone development",0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0
